9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11.0
-14.2205515684362,-14.0035670038319,-13.778402103956,-13.5453124656968,-13.3046201348154,-13.0567094058922,-12.8020251956864,-12.5410425065509,-12.2743134211388,-12.0023933044334,-11.7258457904748,-11.4452220754058,-11.1610469166119,-10.8738018758797,-10.583890847007,-10.2916924206197,-9.99749105087634,-9.70148998433383,-9.40381271216269,-9.10450452575891,-8.8035382942187
-14.3120985939926,-14.08083275635,-13.8408593821354,-13.5926018451862,-13.3365459558246,-13.0732299236895,-12.803234064525,-12.5271464295194,-12.2456026517904,-11.959214001154,-11.6685666208962,-11.3742078078897,-11.0766277835649,-10.7762513804497,-10.4734043052793,-10.1683734855048,-9.86134079501028,-9.5524036201582,-9.2415808880448,-8.92881968103978,-8.6140076989357
-14.3446154593993,-14.1081965863311,-13.862900366811,-13.609191960508,-13.3476001904824,-13.0787044504551,-12.8031250273687,-12.5214835217191,-12.2344434775028,-11.9426344817257,-11.6466560054448,-11.3470574016709,-11.0443265957465,-10.7388763992942,-10.4310168039427,-10.1210144052574,-9.80902752348919,-9.49512971081769,-9.17931563835227,-8.86151097563746,-8.54158457820751
-14.3117064958477,-14.0804593157789,-13.8404999386859,-13.5922529982225,-13.3362034747194,-13.0728892059415,-12.802891779192,-12.526799115798,-12.2452475709423,-11.9588487044697,-11.6681897822058,-11.3738184571933,-11.0762257832341,-10.7758372130449,-10.4729781947519,-10.1679376122256,-9.86089588325814,-9.55195161987702,-9.24112313118411,-8.92835833983422,-8.6135436877906
-13.4232277816203,-13.2019876586148,-12.9716435160358,-12.7324292973689,-12.4846726939875,-12.2287971069898,-11.9653121737912,-11.6947827993605,-11.4178677983099,-11.1352457610681,-10.8476094005499,-10.5556433928247,-10.2600037181352,-9.96129747900439,-9.66004380272217,-9.3567259098571,-9.05171761619242,-8.7452975173486,-8.43764835166826,-8.12885682498925,-7.81892309973265
-13.4519903183328,-13.2148855971071,-12.9684810957626,-12.7132038743611,-12.4495610970004,-12.1781332830306,-11.8995559761419,-11.6144851204636,-11.3236323621794,-11.027689335407,-10.7273255938519,-10.4231670948639,-10.1157809819861,-9.80566088875889,-9.49319507052823,-9.178722794161,-8.86246897925387,-8.5445641989706,-8.22504947246857,-7.90388612280594,-7.58096386408675
-13.4309018190881,-13.1904869063731,-12.9421175237413,-12.6859478038421,-12.4221689569028,-12.1510248544137,-11.8728190734449,-11.5878973077569,-11.2967007014872,-10.9997013444352,-10.6974073356058,-10.3903463603785,-10.0790478248273,-9.76402452219667,-9.44573216082054,-9.12461930537887,-8.80104999512407,-8.47531467109931,-8.14762573057284,-7.81811366173542,-7.4868329290894
-13.434118244703,-13.1971848158644,-12.9519239747031,-12.6986255392636,-12.4376238949829,-12.1692988891411,-11.8940749846065,-11.6123999020059,-11.3247911454497,-11.031770630082,-10.7338705698716,-10.4316163135635,-10.1255138501373,-9.81603307956841,-9.50357437455893,-9.18852376871436,-8.87117715356592,-8.55175918339555,-8.23041951408548,-7.90723480840557,-7.58221501492892
-12.9799898709878,-12.7509524213174,-12.5124122486219,-12.2651417632694,-12.0099351384301,-11.7475874528722,-11.4788716454017,-11.2045063126401,-10.9251950236373,-10.6415594264459,-10.354149180234,-10.063435745911,-9.76980856295664,-9.47357451976792,-9.17493817275223,-8.87407127956005,-8.57105180178931,-8.26589688993793,-7.95856791994828,-7.64898340793814,-7.33703244459454
