9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11.0
-6.43811332473294,-6.75338570651454,-7.03054695340689,-7.30582750441666,-7.61413057216156,-7.97845104536386,-8.40394342998857,-8.87598209314964,-9.36241275897054,-9.82159624789798,-10.2172716872397,-10.5352699093559,-10.7916161283684,-11.0254818195318,-11.2820026256948,-11.5954130674407,-11.9778164643409,-12.4138071412919,-12.8609333476388,-13.2597620859289,-13.5570380831331
-6.65976370543853,-6.98924337031538,-7.29007799404274,-7.59748859971057,-7.94300928367052,-8.34500417782302,-8.80374404758264,-9.30057898208971,-9.8018230115581,-10.2686928992441,-10.6726619320296,-11.0094133754926,-11.3018586365603,-11.5894751253387,-11.9111072004066,-12.2901501041344,-12.7254621721424,-13.1885076791284,-13.6285681072527,-13.9897659342347,-14.2374195150209
-6.81339065503073,-7.12985574167563,-7.47720185947065,-7.88431747405991,-8.35938534038369,-8.88668699567853,-9.42942774387595,-9.94086810143522,-10.3841794350945,-10.7524584164026,-11.0744684307282,-11.4005762418475,-11.7792919690092,-12.2373024809982,-12.767334335735,-13.3242170573876,-13.8339861762601,-14.2242296482594,-14.4669990664712,-14.5988259078548,-14.6946845542404
-7.0761919017066,-7.43465930218947,-7.84770689166002,-8.33165742704865,-8.87749821476644,-9.45218396477358,-10.0086511674213,-10.5056971051245,-10.9305533793382,-11.3081166201874,-11.6883788287519,-12.1212918943703,-12.633921427299,-13.2162391689081,-13.8170167974878,-14.3563684605721,-14.7621546581638,-15.0150295424626,-15.1597445087749,-15.2663624107653,-15.376170237198
-7.38146743643091,-7.85250885563867,-8.38625062383022,-8.9632400382138,-9.54544230023542,-10.0927049720671,-10.5848140573791,-11.0355102094623,-11.4865026874262,-11.984943194493,-12.5586489854272,-13.1987166622429,-13.8540470036285,-14.4456218725107,-14.906517449039,-15.2265396438644,-15.4552698289582,-15.6531168640834,-15.8317156235658,-15.9245819901319,-15.8139286810256
-7.81733398415183,-8.40768191313666,-9.03561500669268,-9.65087292193341,-10.2112491695602,-10.7111468997016,-11.1896592590296,-11.7091308877734,-12.3203912854836,-13.0331892581115,-13.7992914152806,-14.5179497324827,-15.0833082051674,-15.4612448905047,-15.7161447685131,-15.9425266123371,-16.1665548289968,-16.2920446159552,-16.1393864410408,-15.6010295732464,-14.7640053788719
-8.39827310882878,-9.0416377726554,-9.69659608906154,-10.325751442984,-10.9167847600748,-11.4940420375747,-12.1051490310258,-12.7911785309679,-13.5576389295407,-14.3578708906596,-15.1009775293719,-15.6965544122263,-16.113620472782,-16.3856796634148,-16.5405870976184,-16.5286376857018,-16.2358207178906,-15.5986878702685,-14.6942486858064,-13.6780915862001,-12.6667665211247
-9.06237629029962,-9.74838159542439,-10.4388675625022,-11.1231066900309,-11.8127462367075,-12.5341272913471,-13.3081026002087,-14.1291304561742,-14.9550682630088,-15.7156067451969,-16.338147477592,-16.7680992794176,-16.957336906535,-16.8425466346771,-16.3729719177187,-15.5788935688327,-14.5789980476181,-13.5035664831802,-12.4268410860946,-11.3583171985664,-10.2729445322078
-9.75915483621594,-10.5428029312878,-11.3758851438195,-12.2273409174465,-13.0673593782682,-13.8831779121342,-14.6863787182207,-15.4988699579046,-16.3125625304405,-17.0295590227891,-17.4279491747565,-17.2715499472136,-16.552183501507,-15.5079690116673,-14.3801890383116,-13.2750440234626,-12.1860132663294,-11.0628582188371,-9.87394447074962,-8.63565943052772,-7.39823647899995
-10.7439863488221,-11.6346505395258,-12.5590566373206,-13.5003778649295,-14.4470463373734,-15.3902069525212,-16.3047178565701,-17.1050332897195,-17.5968060307339,-17.5292304778622,-16.8238325964321,-15.6881217419376,-14.4035500090483,-13.131806217406,-11.9060362177119,-10.693972693789,-9.45959400617991,-8.19995688051594,-6.94542068549128,-5.73367001971516,-4.58303338029982
-12.0455779629457,-13.1190436425131,-14.0786667288795,-14.9544564456266,-15.8746462183647,-16.9134239063772,-17.8617079369613,-18.1045343322632,-17.2457662113669,-15.7688975197317,-14.2747277683366,-12.9584663126603,-11.7559136968379,-10.5349909973642,-9.22366677231727,-7.8537759934547,-6.51025263520242,-5.25821006075876,-4.10891529393182,-3.02373946601528,-1.9401114922223
